,filename,type,annotations,breed,breed_class,ymin,ymax,xmin,xmax,train/test
5977,n02093859-Kerry_blue_terrier/n02093859_970.jpg,33,Annotation/n02093859-Kerry_blue_terrier/n02093859_970,Kerry_blue_terrier,Terrier Group,186.0,369.0,121.0,336.0,test
5978,n02093859-Kerry_blue_terrier/n02093859_972.jpg,33,Annotation/n02093859-Kerry_blue_terrier/n02093859_972,Kerry_blue_terrier,Terrier Group,70.0,374.0,177.0,407.0,test
5979,n02093859-Kerry_blue_terrier/n02093859_992.jpg,33,Annotation/n02093859-Kerry_blue_terrier/n02093859_992,Kerry_blue_terrier,Terrier Group,21.0,695.0,41.0,376.0,test
5980,n02093859-Kerry_blue_terrier/n02093859_998.jpg,33,Annotation/n02093859-Kerry_blue_terrier/n02093859_998,Kerry_blue_terrier,Terrier Group,49.0,308.0,153.0,348.0,train
5981,n02093991-Irish_terrier/n02093991_1026.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1026,Irish_terrier,Terrier Group,31.0,331.0,139.0,398.0,test
5982,n02093991-Irish_terrier/n02093991_1038.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1038,Irish_terrier,Terrier Group,17.0,496.0,28.0,481.0,test
5983,n02093991-Irish_terrier/n02093991_1105.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1105,Irish_terrier,Terrier Group,2.0,373.0,0.0,498.0,test
5984,n02093991-Irish_terrier/n02093991_114.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_114,Irish_terrier,Terrier Group,13.0,202.0,115.0,327.0,train
5985,n02093991-Irish_terrier/n02093991_1142.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1142,Irish_terrier,Terrier Group,7.0,331.0,59.0,497.0,train
5986,n02093991-Irish_terrier/n02093991_1179.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1179,Irish_terrier,Terrier Group,65.0,372.0,191.0,395.0,train
5987,n02093991-Irish_terrier/n02093991_118.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_118,Irish_terrier,Terrier Group,15.0,332.0,25.0,443.0,test
5988,n02093991-Irish_terrier/n02093991_1202.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1202,Irish_terrier,Terrier Group,19.0,207.0,119.0,222.0,test
5989,n02093991-Irish_terrier/n02093991_122.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_122,Irish_terrier,Terrier Group,75.0,498.0,100.0,376.0,train
5990,n02093991-Irish_terrier/n02093991_1243.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1243,Irish_terrier,Terrier Group,0.0,261.0,4.0,349.0,train
5991,n02093991-Irish_terrier/n02093991_1276.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1276,Irish_terrier,Terrier Group,108.0,329.0,21.0,213.0,train
5992,n02093991-Irish_terrier/n02093991_1282.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1282,Irish_terrier,Terrier Group,3.0,258.0,22.0,269.0,train
5993,n02093991-Irish_terrier/n02093991_130.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_130,Irish_terrier,Terrier Group,0.0,168.0,11.0,218.0,train
5994,n02093991-Irish_terrier/n02093991_1310.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1310,Irish_terrier,Terrier Group,40.0,320.0,80.0,353.0,test
5995,n02093991-Irish_terrier/n02093991_1315.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1315,Irish_terrier,Terrier Group,2.0,470.0,46.0,410.0,train
5996,n02093991-Irish_terrier/n02093991_1321.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1321,Irish_terrier,Terrier Group,162.0,332.0,119.0,191.0,test
5997,n02093991-Irish_terrier/n02093991_1335.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1335,Irish_terrier,Terrier Group,15.0,329.0,73.0,408.0,test
5998,n02093991-Irish_terrier/n02093991_1339.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1339,Irish_terrier,Terrier Group,54.0,294.0,228.0,323.0,test
5999,n02093991-Irish_terrier/n02093991_1394.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1394,Irish_terrier,Terrier Group,68.0,498.0,53.0,392.0,test
6000,n02093991-Irish_terrier/n02093991_1397.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1397,Irish_terrier,Terrier Group,27.0,362.0,54.0,490.0,train
6001,n02093991-Irish_terrier/n02093991_1407.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1407,Irish_terrier,Terrier Group,45.0,263.0,153.0,255.0,test
6002,n02093991-Irish_terrier/n02093991_1529.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1529,Irish_terrier,Terrier Group,3.0,384.0,46.0,339.0,test
6003,n02093991-Irish_terrier/n02093991_1534.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1534,Irish_terrier,Terrier Group,1.0,373.0,0.0,403.0,test
6004,n02093991-Irish_terrier/n02093991_1565.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1565,Irish_terrier,Terrier Group,1.0,332.0,95.0,463.0,test
6005,n02093991-Irish_terrier/n02093991_1581.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1581,Irish_terrier,Terrier Group,93.0,271.0,123.0,365.0,test
6006,n02093991-Irish_terrier/n02093991_1635.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1635,Irish_terrier,Terrier Group,4.0,374.0,32.0,474.0,test
6007,n02093991-Irish_terrier/n02093991_1679.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1679,Irish_terrier,Terrier Group,1.0,498.0,0.0,232.0,train
6008,n02093991-Irish_terrier/n02093991_168.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_168,Irish_terrier,Terrier Group,6.0,234.0,17.0,269.0,train
6009,n02093991-Irish_terrier/n02093991_1684.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1684,Irish_terrier,Terrier Group,0.0,498.0,55.0,411.0,test
6010,n02093991-Irish_terrier/n02093991_180.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_180,Irish_terrier,Terrier Group,33.0,498.0,13.0,337.0,train
6011,n02093991-Irish_terrier/n02093991_1805.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1805,Irish_terrier,Terrier Group,5.0,257.0,110.0,238.0,test
6012,n02093991-Irish_terrier/n02093991_1883.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1883,Irish_terrier,Terrier Group,0.0,332.0,1.0,499.0,train
6013,n02093991-Irish_terrier/n02093991_1895.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1895,Irish_terrier,Terrier Group,84.0,374.0,102.0,341.0,test
6014,n02093991-Irish_terrier/n02093991_1978.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_1978,Irish_terrier,Terrier Group,32.0,345.0,44.0,499.0,train
6015,n02093991-Irish_terrier/n02093991_199.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_199,Irish_terrier,Terrier Group,0.0,363.0,55.0,350.0,test
6016,n02093991-Irish_terrier/n02093991_2005.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2005,Irish_terrier,Terrier Group,90.0,303.0,152.0,235.0,train
6017,n02093991-Irish_terrier/n02093991_202.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_202,Irish_terrier,Terrier Group,2.0,357.0,201.0,499.0,test
6018,n02093991-Irish_terrier/n02093991_2056.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2056,Irish_terrier,Terrier Group,64.0,374.0,111.0,443.0,train
6019,n02093991-Irish_terrier/n02093991_2101.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2101,Irish_terrier,Terrier Group,14.0,327.0,48.0,473.0,train
6020,n02093991-Irish_terrier/n02093991_2123.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2123,Irish_terrier,Terrier Group,41.0,322.0,0.0,419.0,test
6021,n02093991-Irish_terrier/n02093991_2126.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2126,Irish_terrier,Terrier Group,44.0,346.0,141.0,339.0,train
6022,n02093991-Irish_terrier/n02093991_2250.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2250,Irish_terrier,Terrier Group,5.0,374.0,247.0,457.0,train
6023,n02093991-Irish_terrier/n02093991_2322.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2322,Irish_terrier,Terrier Group,12.0,373.0,159.0,360.0,train
6024,n02093991-Irish_terrier/n02093991_2437.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2437,Irish_terrier,Terrier Group,63.0,281.0,3.0,493.0,train
6025,n02093991-Irish_terrier/n02093991_2442.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2442,Irish_terrier,Terrier Group,69.0,280.0,71.0,339.0,test
6026,n02093991-Irish_terrier/n02093991_2451.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2451,Irish_terrier,Terrier Group,110.0,297.0,4.0,456.0,test
6027,n02093991-Irish_terrier/n02093991_247.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_247,Irish_terrier,Terrier Group,43.0,249.0,35.0,373.0,train
6028,n02093991-Irish_terrier/n02093991_2498.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2498,Irish_terrier,Terrier Group,111.0,374.0,0.0,498.0,test
6029,n02093991-Irish_terrier/n02093991_2502.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2502,Irish_terrier,Terrier Group,19.0,323.0,81.0,443.0,train
6030,n02093991-Irish_terrier/n02093991_2518.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2518,Irish_terrier,Terrier Group,105.0,374.0,0.0,418.0,train
6031,n02093991-Irish_terrier/n02093991_2533.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2533,Irish_terrier,Terrier Group,29.0,448.0,319.0,554.0,train
6032,n02093991-Irish_terrier/n02093991_2663.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2663,Irish_terrier,Terrier Group,12.0,374.0,119.0,442.0,test
6033,n02093991-Irish_terrier/n02093991_2698.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2698,Irish_terrier,Terrier Group,5.0,254.0,18.0,279.0,train
6034,n02093991-Irish_terrier/n02093991_2716.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2716,Irish_terrier,Terrier Group,0.0,346.0,1.0,449.0,train
6035,n02093991-Irish_terrier/n02093991_2725.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2725,Irish_terrier,Terrier Group,7.0,516.0,14.0,436.0,train
6036,n02093991-Irish_terrier/n02093991_2759.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2759,Irish_terrier,Terrier Group,0.0,498.0,55.0,324.0,train
6037,n02093991-Irish_terrier/n02093991_2762.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2762,Irish_terrier,Terrier Group,15.0,183.0,1.0,143.0,train
6038,n02093991-Irish_terrier/n02093991_2765.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2765,Irish_terrier,Terrier Group,29.0,336.0,6.0,486.0,train
6039,n02093991-Irish_terrier/n02093991_278.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_278,Irish_terrier,Terrier Group,34.0,332.0,39.0,325.0,train
6040,n02093991-Irish_terrier/n02093991_281.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_281,Irish_terrier,Terrier Group,0.0,295.0,0.0,499.0,test
6041,n02093991-Irish_terrier/n02093991_2822.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2822,Irish_terrier,Terrier Group,58.0,332.0,149.0,300.0,test
6042,n02093991-Irish_terrier/n02093991_2850.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2850,Irish_terrier,Terrier Group,0.0,438.0,1.0,329.0,train
6043,n02093991-Irish_terrier/n02093991_287.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_287,Irish_terrier,Terrier Group,38.0,224.0,113.0,299.0,train
6044,n02093991-Irish_terrier/n02093991_2874.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2874,Irish_terrier,Terrier Group,37.0,256.0,101.0,400.0,train
6045,n02093991-Irish_terrier/n02093991_2923.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2923,Irish_terrier,Terrier Group,57.0,364.0,96.0,327.0,train
6046,n02093991-Irish_terrier/n02093991_2969.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2969,Irish_terrier,Terrier Group,25.0,331.0,50.0,347.0,train
6047,n02093991-Irish_terrier/n02093991_2973.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2973,Irish_terrier,Terrier Group,0.0,374.0,173.0,481.0,test
6048,n02093991-Irish_terrier/n02093991_2989.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2989,Irish_terrier,Terrier Group,0.0,498.0,30.0,373.0,test
6049,n02093991-Irish_terrier/n02093991_2995.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_2995,Irish_terrier,Terrier Group,11.0,221.0,38.0,200.0,train
6050,n02093991-Irish_terrier/n02093991_3002.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3002,Irish_terrier,Terrier Group,135.0,374.0,48.0,364.0,test
6051,n02093991-Irish_terrier/n02093991_3020.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3020,Irish_terrier,Terrier Group,41.0,160.0,55.0,172.0,train
6052,n02093991-Irish_terrier/n02093991_3022.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3022,Irish_terrier,Terrier Group,9.0,332.0,126.0,485.0,train
6053,n02093991-Irish_terrier/n02093991_3034.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3034,Irish_terrier,Terrier Group,12.0,363.0,12.0,330.0,train
6054,n02093991-Irish_terrier/n02093991_3061.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3061,Irish_terrier,Terrier Group,34.0,276.0,190.0,323.0,test
6055,n02093991-Irish_terrier/n02093991_3082.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3082,Irish_terrier,Terrier Group,66.0,461.0,47.0,341.0,test
6056,n02093991-Irish_terrier/n02093991_3095.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3095,Irish_terrier,Terrier Group,40.0,332.0,0.0,390.0,test
6057,n02093991-Irish_terrier/n02093991_3144.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3144,Irish_terrier,Terrier Group,96.0,374.0,103.0,408.0,train
6058,n02093991-Irish_terrier/n02093991_3174.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3174,Irish_terrier,Terrier Group,57.0,454.0,291.0,493.0,train
6059,n02093991-Irish_terrier/n02093991_3234.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3234,Irish_terrier,Terrier Group,51.0,374.0,123.0,362.0,train
6060,n02093991-Irish_terrier/n02093991_3243.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3243,Irish_terrier,Terrier Group,0.0,326.0,12.0,499.0,train
6061,n02093991-Irish_terrier/n02093991_3300.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3300,Irish_terrier,Terrier Group,72.0,374.0,177.0,401.0,test
6062,n02093991-Irish_terrier/n02093991_3302.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3302,Irish_terrier,Terrier Group,76.0,374.0,58.0,499.0,train
6063,n02093991-Irish_terrier/n02093991_3314.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3314,Irish_terrier,Terrier Group,49.0,374.0,0.0,364.0,train
6064,n02093991-Irish_terrier/n02093991_3330.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3330,Irish_terrier,Terrier Group,31.0,354.0,226.0,328.0,test
6065,n02093991-Irish_terrier/n02093991_3339.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3339,Irish_terrier,Terrier Group,1.0,368.0,34.0,499.0,train
6066,n02093991-Irish_terrier/n02093991_3383.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3383,Irish_terrier,Terrier Group,3.0,498.0,47.0,275.0,train
6067,n02093991-Irish_terrier/n02093991_3403.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3403,Irish_terrier,Terrier Group,36.0,374.0,64.0,404.0,train
6068,n02093991-Irish_terrier/n02093991_3424.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3424,Irish_terrier,Terrier Group,34.0,329.0,65.0,475.0,train
6069,n02093991-Irish_terrier/n02093991_3453.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3453,Irish_terrier,Terrier Group,105.0,323.0,56.0,295.0,test
6070,n02093991-Irish_terrier/n02093991_3464.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3464,Irish_terrier,Terrier Group,100.0,298.0,83.0,495.0,train
6071,n02093991-Irish_terrier/n02093991_3516.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3516,Irish_terrier,Terrier Group,28.0,232.0,103.0,213.0,test
6072,n02093991-Irish_terrier/n02093991_3536.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3536,Irish_terrier,Terrier Group,39.0,374.0,193.0,342.0,test
6073,n02093991-Irish_terrier/n02093991_3603.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3603,Irish_terrier,Terrier Group,30.0,303.0,50.0,431.0,train
6074,n02093991-Irish_terrier/n02093991_3604.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3604,Irish_terrier,Terrier Group,12.0,240.0,12.0,164.0,test
6075,n02093991-Irish_terrier/n02093991_3623.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3623,Irish_terrier,Terrier Group,48.0,374.0,147.0,355.0,test
6076,n02093991-Irish_terrier/n02093991_3653.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3653,Irish_terrier,Terrier Group,6.0,332.0,158.0,499.0,train
6077,n02093991-Irish_terrier/n02093991_3673.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3673,Irish_terrier,Terrier Group,63.0,310.0,124.0,330.0,test
6078,n02093991-Irish_terrier/n02093991_3695.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3695,Irish_terrier,Terrier Group,2.0,238.0,4.0,336.0,train
6079,n02093991-Irish_terrier/n02093991_373.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_373,Irish_terrier,Terrier Group,70.0,331.0,72.0,431.0,train
6080,n02093991-Irish_terrier/n02093991_3735.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3735,Irish_terrier,Terrier Group,82.0,373.0,105.0,331.0,test
6081,n02093991-Irish_terrier/n02093991_3783.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3783,Irish_terrier,Terrier Group,4.0,153.0,1.0,174.0,train
6082,n02093991-Irish_terrier/n02093991_3807.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3807,Irish_terrier,Terrier Group,196.0,498.0,28.0,195.0,train
6083,n02093991-Irish_terrier/n02093991_3812.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3812,Irish_terrier,Terrier Group,43.0,331.0,276.0,497.0,test
6084,n02093991-Irish_terrier/n02093991_3824.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3824,Irish_terrier,Terrier Group,115.0,498.0,42.0,373.0,test
6085,n02093991-Irish_terrier/n02093991_3830.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3830,Irish_terrier,Terrier Group,133.0,319.0,146.0,279.0,test
6086,n02093991-Irish_terrier/n02093991_3838.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3838,Irish_terrier,Terrier Group,58.0,457.0,116.0,349.0,train
6087,n02093991-Irish_terrier/n02093991_3905.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3905,Irish_terrier,Terrier Group,0.0,348.0,148.0,358.0,test
6088,n02093991-Irish_terrier/n02093991_3918.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3918,Irish_terrier,Terrier Group,25.0,358.0,126.0,499.0,test
6089,n02093991-Irish_terrier/n02093991_3935.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3935,Irish_terrier,Terrier Group,0.0,374.0,25.0,262.0,train
6090,n02093991-Irish_terrier/n02093991_3952.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3952,Irish_terrier,Terrier Group,33.0,332.0,160.0,486.0,train
6091,n02093991-Irish_terrier/n02093991_3968.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_3968,Irish_terrier,Terrier Group,0.0,332.0,0.0,401.0,train
6092,n02093991-Irish_terrier/n02093991_403.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_403,Irish_terrier,Terrier Group,6.0,184.0,11.0,202.0,train
6093,n02093991-Irish_terrier/n02093991_4052.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4052,Irish_terrier,Terrier Group,30.0,156.0,6.0,143.0,train
6094,n02093991-Irish_terrier/n02093991_4140.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4140,Irish_terrier,Terrier Group,20.0,420.0,68.0,498.0,test
6095,n02093991-Irish_terrier/n02093991_4147.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4147,Irish_terrier,Terrier Group,16.0,373.0,103.0,313.0,train
6096,n02093991-Irish_terrier/n02093991_4151.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4151,Irish_terrier,Terrier Group,137.0,303.0,75.0,288.0,train
6097,n02093991-Irish_terrier/n02093991_4169.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4169,Irish_terrier,Terrier Group,11.0,350.0,111.0,497.0,test
6098,n02093991-Irish_terrier/n02093991_4171.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4171,Irish_terrier,Terrier Group,7.0,176.0,8.0,148.0,train
6099,n02093991-Irish_terrier/n02093991_4282.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4282,Irish_terrier,Terrier Group,144.0,326.0,0.0,313.0,train
6100,n02093991-Irish_terrier/n02093991_4287.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4287,Irish_terrier,Terrier Group,180.0,440.0,0.0,108.0,train
6101,n02093991-Irish_terrier/n02093991_4306.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4306,Irish_terrier,Terrier Group,86.0,373.0,0.0,371.0,train
6102,n02093991-Irish_terrier/n02093991_434.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_434,Irish_terrier,Terrier Group,73.0,448.0,126.0,479.0,train
6103,n02093991-Irish_terrier/n02093991_4356.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4356,Irish_terrier,Terrier Group,104.0,498.0,180.0,388.0,train
6104,n02093991-Irish_terrier/n02093991_4396.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4396,Irish_terrier,Terrier Group,41.0,358.0,119.0,396.0,train
6105,n02093991-Irish_terrier/n02093991_4404.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4404,Irish_terrier,Terrier Group,0.0,237.0,64.0,265.0,test
6106,n02093991-Irish_terrier/n02093991_4441.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4441,Irish_terrier,Terrier Group,27.0,330.0,206.0,498.0,train
6107,n02093991-Irish_terrier/n02093991_4449.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4449,Irish_terrier,Terrier Group,132.0,329.0,172.0,316.0,test
6108,n02093991-Irish_terrier/n02093991_4462.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4462,Irish_terrier,Terrier Group,147.0,465.0,6.0,392.0,train
6109,n02093991-Irish_terrier/n02093991_4482.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4482,Irish_terrier,Terrier Group,83.0,498.0,72.0,331.0,train
6110,n02093991-Irish_terrier/n02093991_4490.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4490,Irish_terrier,Terrier Group,10.0,133.0,28.0,169.0,train
6111,n02093991-Irish_terrier/n02093991_4501.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4501,Irish_terrier,Terrier Group,56.0,448.0,18.0,305.0,test
6112,n02093991-Irish_terrier/n02093991_4506.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4506,Irish_terrier,Terrier Group,0.0,374.0,25.0,499.0,train
6113,n02093991-Irish_terrier/n02093991_4515.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4515,Irish_terrier,Terrier Group,8.0,346.0,0.0,499.0,test
6114,n02093991-Irish_terrier/n02093991_4524.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4524,Irish_terrier,Terrier Group,23.0,498.0,70.0,306.0,test
6115,n02093991-Irish_terrier/n02093991_4589.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4589,Irish_terrier,Terrier Group,7.0,497.0,35.0,355.0,train
6116,n02093991-Irish_terrier/n02093991_4626.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4626,Irish_terrier,Terrier Group,0.0,331.0,125.0,469.0,test
6117,n02093991-Irish_terrier/n02093991_4627.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4627,Irish_terrier,Terrier Group,0.0,333.0,111.0,499.0,train
6118,n02093991-Irish_terrier/n02093991_467.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_467,Irish_terrier,Terrier Group,288.0,467.0,121.0,253.0,test
6119,n02093991-Irish_terrier/n02093991_4670.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4670,Irish_terrier,Terrier Group,49.0,366.0,90.0,328.0,train
6120,n02093991-Irish_terrier/n02093991_4675.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4675,Irish_terrier,Terrier Group,36.0,362.0,215.0,349.0,test
6121,n02093991-Irish_terrier/n02093991_4678.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4678,Irish_terrier,Terrier Group,63.0,372.0,72.0,398.0,train
6122,n02093991-Irish_terrier/n02093991_4711.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4711,Irish_terrier,Terrier Group,18.0,498.0,57.0,380.0,test
6123,n02093991-Irish_terrier/n02093991_4766.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4766,Irish_terrier,Terrier Group,111.0,387.0,132.0,298.0,train
6124,n02093991-Irish_terrier/n02093991_4791.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4791,Irish_terrier,Terrier Group,141.0,292.0,153.0,469.0,test
6125,n02093991-Irish_terrier/n02093991_4819.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4819,Irish_terrier,Terrier Group,35.0,332.0,84.0,365.0,test
6126,n02093991-Irish_terrier/n02093991_4866.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4866,Irish_terrier,Terrier Group,0.0,374.0,50.0,452.0,test
6127,n02093991-Irish_terrier/n02093991_4872.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_4872,Irish_terrier,Terrier Group,37.0,374.0,62.0,498.0,train
6128,n02093991-Irish_terrier/n02093991_50.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_50,Irish_terrier,Terrier Group,128.0,374.0,50.0,353.0,train
6129,n02093991-Irish_terrier/n02093991_5001.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_5001,Irish_terrier,Terrier Group,127.0,323.0,161.0,237.0,train
6130,n02093991-Irish_terrier/n02093991_5067.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_5067,Irish_terrier,Terrier Group,43.0,498.0,13.0,421.0,test
6131,n02093991-Irish_terrier/n02093991_551.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_551,Irish_terrier,Terrier Group,144.0,343.0,197.0,373.0,train
6132,n02093991-Irish_terrier/n02093991_592.jpg,34,Annotation/n02093991-Irish_terrier/n02093991_592,Irish_terrier,Terrier Group,55.0,439.0,126.0,495.0,train
